year,name,description,longitude,latitude
2019,Cafe Sua Da,Cafes and Restaurants,144.96553,-37.79671
2019,Brother Bull,Cafes and Restaurants,144.9649,-37.79668
2019,Clyde Hotel,"Pubs, Taverns and Bars",144.96575,-37.797259999999994
2019,The Longing Flavour,Cafes and Restaurants,144.96517,-37.79783
2019,Masters Of Burgerology,Cafes and Restaurants,144.96517,-37.79783
2019,Wild Timor Coffee Carlton Pty Ltd,Cafes and Restaurants,144.96526,-37.79872
2019,Toothpicks Cafe,Cafes and Restaurants,144.96489,-37.79947
2019,Claypot Kingdom,Cafes and Restaurants,144.96476,-37.799
2019,E Dumpling,Cafes and Restaurants,144.96476,-37.799
2019,Thresherman's Bakehouse,Cafes and Restaurants,144.96673,-37.79886
2019,New York Minute,Cafes and Restaurants,144.9663,-37.798809999999996
2019,Dumpling ADA,Cafes and Restaurants,144.96656000000002,-37.80046
2019,Il Cantuccio Restaurant,Cafes and Restaurants,144.9666,-37.80042
2019,Papa Gino's Pizza Restaurant,Cafes and Restaurants,144.96672,-37.80019
2019,Cafe Corretto,Cafes and Restaurants,144.96674,-37.80005
2019,Original Lolly Store,Other Specialised Food Retailing,144.96678,-37.79983
2019,New Zealand Natural Ice Cream,Takeaway Food Services,144.96679,-37.79978
2019,La Parisienne Pates,Cafes and Restaurants,144.96683000000002,-37.79954
2019,University Cafe,Cafes and Restaurants,144.96684,-37.799479999999996
2019,Lygon Food Store,Cafes and Restaurants,144.96687,-37.7993
2019,Tiamo Coffee,Cafes and Restaurants,144.96708999999998,-37.79822
2019,Tiamo 2,Cafes and Restaurants,144.96708,-37.79818
2019,Milk The Cow,Cafes and Restaurants,144.96713,-37.79777
2019,Heartattack and Vine,Cafes and Restaurants,144.96715,-37.79764
2019,Jimmy Watsons,Cafes and Restaurants,144.96716999999998,-37.797509999999996
2019,Intersection Cafe,Cafes and Restaurants,144.96723,-37.79735
2019,Le Miel Et Le Lune,Cafes and Restaurants,144.96638000000002,-37.796859999999995
2019,Adonai Foods,Cafes and Restaurants,144.96921,-37.79477
2019,Chong Quing,Cafes and Restaurants,144.96903999999998,-37.79314
2019,Rathdowne & Reeves Cafe,Cafes and Restaurants,144.97077,-37.793659999999996
2019,Curry in Carlton,Takeaway Food Services,144.96816,-37.79698
2019,Green Man's Arms,"Pubs, Taverns and Bars",144.96781000000001,-37.79695
2019,Campos Coffee,Cafes and Restaurants,144.96981,-37.79715
2019,Shompen,Cafes and Restaurants,144.97032,-37.79692
2019,The Beaufort,"Pubs, Taverns and Bars",144.97043,-37.79652
2019,The Moor's Head,Cafes and Restaurants,144.96927,-37.797709999999995
2019,Vincent The Dog,Cafes and Restaurants,144.96927,-37.797779999999996
2019,Cafe Lua,Cafes and Restaurants,144.96929,-37.797579999999996
2019,Masani's Italian Dinning & Terrace,Cafes and Restaurants,144.96849,-37.79838
2019,The Shaw Davey Slum,Cafes and Restaurants,144.96871000000002,-37.797509999999996
2019,The Heart of Carlton,Cafes and Restaurants,144.96821,-37.79746
2019,Crinitis Southern Italian Cuisine,Cafes and Restaurants,144.96784,-37.79851
2019,Yo-Chi,Cafes and Restaurants,144.96802,-37.79844
2019,Market Lane Coffee,Cafes and Restaurants,144.96849,-37.79857
2019,The Carlton Wine Room,Cafes and Restaurants,144.96858999999998,-37.79858
2019,Trotters Bistro,Cafes and Restaurants,144.96776,-37.79763
2019,Brunetti Carlton,Cafes and Restaurants,144.96815,-37.79804
2019,Cinema Nova,Motion Picture Exhibition,144.96815,-37.79804
2019,Seasalt Fish & Sushi Bar,Cafes and Restaurants,144.96764,-37.79828
2019,Sea Saltfish & Sushi Bar,Cafes and Restaurants,144.96763,-37.79833
2019,Gemma Simple Italian,Cafes and Restaurants,144.96838,-37.79753
2019,The Vertue of the Coffee Drink,Cafes and Restaurants,144.96838,-37.79769
2019,Doc Pizza & Mozarella Bar,Cafes and Restaurants,144.96844,-37.79899
2019,Shakahari Vegetarian Restaurant,Cafes and Restaurants,144.9678,-37.799
2019,Il Vicolo,Cafes and Restaurants,144.96788,-37.8006
2019,Grill'd Healthy Burgers,Cafes and Restaurants,144.96753,-37.79887
2019,Boost Juice,Takeaway Food Services,144.9675,-37.799
2019,Lavenzzi Gelateria,Takeaway Food Services,144.96749,-37.79916
2019,DOC Delicatessen,Other Specialised Food Retailing,144.96748,-37.79926
2019,DOC Espresso,Cafes and Restaurants,144.96747,-37.79932
2019,Donnini's,Cafes and Restaurants,144.9675,-37.79954
2019,Copperwood,Cafes and Restaurants,144.96759,-37.79963
2019,St. Charly,Cafes and Restaurants,144.96742,-37.79979
2019,Carlton Yacht Club Bar,"Pubs, Taverns and Bars",144.96738,-37.79999
2019,East Imperial,Cafes and Restaurants,144.96988000000002,-37.79918
2019,Soap Bar,Laundry and Dry-Cleaning Services,144.97242,-37.7979
2019,Abla's Restaurant,Cafes and Restaurants,144.97103,-37.79781
2019,Paris Go Bistro,Cafes and Restaurants,144.97088,-37.79696
2019,Carlton Wok,Takeaway Food Services,144.97107,-37.79586
2019,Bloom Coffee Bar,Cafes and Restaurants,144.97104,-37.79605
2019,Ziyka,Cafes and Restaurants,144.97104,-37.79605
2019,Osc&r On Rathdowne,Cafes and Restaurants,144.97118999999998,-37.79514
2019,Sushi Ten,Cafes and Restaurants,144.97118,-37.795190000000005
2019,Bangkok Rain,Cafes and Restaurants,144.97118,-37.79523
2019,Zikya Pizza Cottage,Takeaway Food Services,144.97117,-37.79528
2019,Fu Lu Chinese Cafe,Cafes and Restaurants,144.97116,-37.795320000000004
2019,The Olive Jar,Cafes and Restaurants,144.97115,-37.79538
2019,Moretons Brasserie,Cafes and Restaurants,144.97114,-37.79544
2019,Cure Bar & Eatery,Cafes and Restaurants,144.97113000000002,-37.79548
2019,Calrton Pizzeria Bar and Restaurant,Cafes and Restaurants,144.97111999999998,-37.79554
2019,Dan O'Connell Hotel,"Pubs, Taverns and Bars",144.97339,-37.79303
2019,French Lettuce,Takeaway Food Services,144.97513999999998,-37.7944
2019,Ethos Foodstore,Cafes and Restaurants,144.9748,-37.79639
2019,Scopri Italian Food & Wine,Cafes and Restaurants,144.97492,-37.79569
2019,Books N Bites Cafe,Cafes and Restaurants,144.95833000000002,-37.80169
2019,Haymarket Place,Cafes and Restaurants,144.959,-37.80052
2019,Baretto Cafe,Cafes and Restaurants,144.95928,-37.80023
2019,Cafe  Commercio,Cafes and Restaurants,144.95882,-37.801559999999995
2019,The Dumplings & Tea Co,Cafes and Restaurants,144.95923,-37.80186
2019,The Graduate Union of the University of Melbourne,Accommodation,144.96161999999998,-37.80104
2019,Animal Orchestra,Cafes and Restaurants,144.96341999999999,-37.8006
2019,Mantra Lounge,Cafes and Restaurants,144.9633,-37.80058
2019,Lincoln Bakery Cafe,Cafes and Restaurants,144.96273,-37.80134
2019,Rydges on Swanston,Accommodation,144.96338,-37.80142
2019,Cafe Fillings,Cafes and Restaurants,144.96339,-37.80087
2019,Lanzhou Beef Noodle Bar,Cafes and Restaurants,144.96364,-37.80062
2019,KFC Carlton,Cafes and Restaurants,144.96364,-37.80062
2019,Rakuzen Simple Japanese,Cafes and Restaurants,144.9651,-37.80077
2019,Domino's Pizza,Takeaway Food Services,144.9651,-37.80077
2019,Rice Bar Not Only Rice,Cafes and Restaurants,144.9651,-37.80077
2019,Colourful Yunnan Restaurant,Cafes and Restaurants,144.96424,-37.80063
2019,Xian Famous Foods,Cafes and Restaurants,144.96423000000001,-37.80069
2019,Carlton Black Ball,Cafes and Restaurants,144.96428,-37.801320000000004
2019,Oko Oko,Cafes and Restaurants,144.96428,-37.801320000000004
2019,Subway Carlton,Takeaway Food Services,144.96433000000002,-37.80101
2019,Momo Sushi,Takeaway Food Services,144.96433000000002,-37.80101
2019,Yuan Fang,Takeaway Food Services,144.96434,-37.80195
2019,Spice 9 Grill,Cafes and Restaurants,144.96434,-37.80195
2019,Norsiah's Kitchen,Cafes and Restaurants,144.96434,-37.80195
2019,Don Tojo,Cafes and Restaurants,144.96563,-37.80133
2019,Jokamz,Cafes and Restaurants,144.96563,-37.80133
2019,Tutto Premium Frozen Yogurt And Dessert,Takeaway Food Services,144.96621000000002,-37.80115
2019,Roy's Cafe,Cafes and Restaurants,144.96562,-37.8008
2019,Casa Del Gelato,Takeaway Food Services,144.96643,-37.80187
2019,Kokoblack,Cafes and Restaurants,144.96645,-37.801790000000004
2019,Stuzzichino,Cafes and Restaurants,144.96646,-37.80172
2019,Mixity Restaurant and Cafe,Cafes and Restaurants,144.96647,-37.80166
2019,Hwatu,Cafes and Restaurants,144.96648000000002,-37.80161
2019,Chocolateria San Churro,Cafes and Restaurants,144.96649,-37.801559999999995
2019,Cafe Cavallino,Cafes and Restaurants,144.96651,-37.80145
2019,Cafe Notturno,Cafes and Restaurants,144.96651,-37.80145
2019,Buenos Aires Steakhouse,Cafes and Restaurants,144.96649,-37.801190000000005
2019,Leyalina,Cafes and Restaurants,144.9665,-37.801140000000004
2019,Tono On Borsari,Cafes and Restaurants,144.96667,-37.8009
2019,Gelatissimo Carlton,Takeaway Food Services,144.96665,-37.80102
2019,Seasons Provedore,Cafes and Restaurants,144.96666000000002,-37.80097
2019,Ma Xiao Er Spicy Hot Pot Dips,Cafes and Restaurants,144.96577,-37.80082
2019,NL House,Takeaway Food Services,144.96568,-37.80081
2019,T&Y Penguin Kitchen,Cafes and Restaurants,144.96716999999998,-37.801140000000004
2019,Il Gusto,Cafes and Restaurants,144.96716,-37.801190000000005
2019,Villa Romana,Cafes and Restaurants,144.96733999999998,-37.80138
2019,Front Cooking School,Cafes and Restaurants,144.96726,-37.80151
2019,Piccolo Mondo,Cafes and Restaurants,144.96724,-37.80158
2019,Spaghettata Restaurant,Cafes and Restaurants,144.96723,-37.801629999999996
2019,Carmine's Bistro,Cafes and Restaurants,144.96723,-37.80169
2019,Lygon Dolce Vita,Cafes and Restaurants,144.96721000000002,-37.8018
2019,Little Lygon Restaurant,Cafes and Restaurants,144.96719,-37.80192
2019,Mondi Cafe,Cafes and Restaurants,144.96719,-37.80192
2019,Pertutti Cafe Restaurant,Cafes and Restaurants,144.96714,-37.80219
2019,Players On Lygon,"Pubs, Taverns and Bars",144.9671,-37.80247
2019,Assembly Store,Takeaway Food Services,144.96729,-37.802620000000005
2019,La Cacciatora Restaurant,Cafes and Restaurants,144.9686,-37.801159999999996
2019,The Museum Cafe,Cafes and Restaurants,144.97163,-37.80396
2019,Coffee on Drummond,Cafes and Restaurants,144.96828,-37.8048
2019,Lemongrass,Cafes and Restaurants,144.96678,-37.803059999999995
2019,Il Gambero On The Park,Cafes and Restaurants,144.96681,-37.803309999999996
2019,Vodka Temple,"Pubs, Taverns and Bars",144.96677,-37.80344
2019,Mawal,Cafes and Restaurants,144.96674,-37.80359
2019,La Spaghetteria Ristorante,Cafes and Restaurants,144.96669,-37.80396
2019,Da Guido,Cafes and Restaurants,144.96668,-37.80404
2019,Il Dolce Freddo,Cafes and Restaurants,144.9667,-37.80444
2019,Saigon Pho Carlton,Cafes and Restaurants,144.9667,-37.80444
2019,Carlton Curry House,Cafes and Restaurants,144.9667,-37.80444
2019,Ying Thai 2,Cafes and Restaurants,144.9667,-37.80444
2019,Pho Non La,Cafes and Restaurants,144.9667,-37.80444
2019,Killiney Kopitiam,Cafes and Restaurants,144.9667,-37.80444
2019,Lygon Charcoal Grill & Steakhouse,Cafes and Restaurants,144.9667,-37.80444
2019,Tamra Siam,Cafes and Restaurants,144.9667,-37.80444
2019,Thai City Restaurant,Cafes and Restaurants,144.9667,-37.80444
2019,Shukufuku Japanese Bento,Cafes and Restaurants,144.9667,-37.80444
2019,Confucius Says,Cafes and Restaurants,144.9667,-37.80444
2019,Lambs Restaurant,Cafes and Restaurants,144.9667,-37.80444
2019,Black Cat on Lygon,Cafes and Restaurants,144.96595,-37.80468
2019,I Love Istanbul,Cafes and Restaurants,144.96595,-37.80468
2019,Toto's Pizza,Cafes and Restaurants,144.96598,-37.8045
2019,Mercadante Pizza,Cafes and Restaurants,144.96603000000002,-37.80409
2019,Universal Pizza,Cafes and Restaurants,144.96608,-37.803909999999995
2019,The Balcony Shisha Bar,"Pubs, Taverns and Bars",144.9661,-37.803779999999996
2019,No. 143 Lygon,Cafes and Restaurants,144.9661,-37.803779999999996
2019,Mad Hare,Cafes and Restaurants,144.96611000000001,-37.80373
2019,Tank Fish And Chippery,Cafes and Restaurants,144.96611000000001,-37.8037
2019,Hotel Lincoln,"Pubs, Taverns and Bars",144.96451000000002,-37.80449
2019,Mid Square Coffee,Takeaway Food Services,144.96442,-37.802820000000004
2019,127 Cafe Go,Cafes and Restaurants,144.96395,-37.80277
2019,Cross Roads Carlton,Cafes and Restaurants,144.96364,-37.80431
2019,The Queensberry Pour House,Cafes and Restaurants,144.96203,-37.80421
2019,Wokks,Cafes and Restaurants,144.96296,-37.80404
2019,The Wonder Beans,Cafes and Restaurants,144.96296,-37.80404
2019,Kaprica,Cafes and Restaurants,144.96278,-37.80336
2019,Cafe Tre Sette,Cafes and Restaurants,144.9617,-37.80322
2019,Stovetop,Cafes and Restaurants,144.96104,-37.80335
2019,Refuel Catering,Cafes and Restaurants,144.96097,-37.80393
2019,Mama Tsai,Cafes and Restaurants,144.96107,-37.80239
2019,Momo Sushi Melbourne,Takeaway Food Services,144.96113,-37.8024
2019,Briscola Espresso,Cafes and Restaurants,144.96126,-37.802409999999995
2019,Briscola Cafe,Cafes and Restaurants,144.96133999999998,-37.80242
2019,Porta Via,Cafes and Restaurants,144.96006,-37.80242
2019,Bar Scopa,Cafes and Restaurants,144.96021000000002,-37.8029
2019,Seven Seeds,Cafes and Restaurants,144.95913000000002,-37.80288
2019,Duke Pizza,Takeaway Food Services,144.9585,-37.80279
2019,Arabesque,Cafes and Restaurants,144.95861000000002,-37.803290000000004
2019,The Last Jar,"Pubs, Taverns and Bars",144.95891,-37.80388
2019,Lien Lien Cafe,Cafes and Restaurants,144.95975,-37.80579
2019,Red Capsicum,Cafes and Restaurants,144.96004,-37.80442
2019,Humble Rays,Cafes and Restaurants,144.96141,-37.80478
2019,Book Coffee Print Workshop,Takeaway Food Services,144.96122,-37.80453
2019,Brother Dough,Cafes and Restaurants,144.96066000000002,-37.80608
2019,Queensberry Hotel,"Pubs, Taverns and Bars",144.96291000000002,-37.80475
2019,Mr Bello,Takeaway Food Services,144.96428,-37.805440000000004
2019,Cream & Crumbs,Takeaway Food Services,144.96436,-37.80506
2019,Woodside Green,Takeaway Food Services,144.96445,-37.80486
2019,Kitchen 520,Cafes and Restaurants,144.96353,-37.804840000000006
2019,The Big Mama,Cafes and Restaurants,144.96333,-37.80601
2019,Cafe Crema,Cafes and Restaurants,144.96354,-37.80559
2019,Arrow On Swanston,Accommodation,144.96354,-37.80559
2019,Coffee On Cardigan,Cafes and Restaurants,144.96396000000001,-37.80593
2019,Tam Tam,Cafes and Restaurants,144.96563999999998,-37.806740000000005
2019,The Curtin,"Pubs, Taverns and Bars",144.9657,-37.8062
2019,Chinger Biang Biang Noodle,Cafes and Restaurants,144.96535,-37.8067
2019,Hi Chong Qing Cafe & Noodle Bar,Cafes and Restaurants,144.9654,-37.806340000000006
2019,Dragonball Dumpling,Takeaway Food Services,144.96546999999998,-37.806709999999995
2019,Carlton Megabytes,Cafes and Restaurants,144.96553,-37.80672
2019,Artee Cafe,Cafes and Restaurants,144.96643999999998,-37.80567
2019,Epocha Restaurant,Cafes and Restaurants,144.96856,-37.80577
2019,Carlton Cafe,Cafes and Restaurants,144.96155,-37.785059999999994
2019,RAB Bar & Restaurant,Cafes and Restaurants,144.9542,-37.820190000000004
2019,Code 3,Cafes and Restaurants,144.95102,-37.81381
2019,Ichi Maki,Takeaway Food Services,144.95102,-37.81381
2019,Hunger Game,Cafes and Restaurants,144.9522,-37.81843
2019,Pie Face,Takeaway Food Services,144.9522,-37.81843
2019,Grill'd,Cafes and Restaurants,144.9522,-37.81843
2019,Red Rooster,Takeaway Food Services,144.9522,-37.81843
2019,In A Rush Espresso,Cafes and Restaurants,144.9522,-37.81843
2019,Grains Galore Bakery & Kebabs,Takeaway Food Services,144.9522,-37.81843
2019,Southern Asian Cuisine,Cafes and Restaurants,144.9522,-37.81843
2019,Network Public Bar & Pizzeria,"Funeral, Crematorium and Cemetery Services",144.9522,-37.81843
2019,Gaslight Project,Cafes and Restaurants,144.9522,-37.81843
2019,Velluto,Cafes and Restaurants,144.9522,-37.81843
2019,Spanish Doughnuts,Takeaway Food Services,144.9522,-37.81843
2019,Mad Mex,Cafes and Restaurants,144.9522,-37.81843
2019,Red Rooster 2,Takeaway Food Services,144.9522,-37.81843
2019,Hungry Jack's,Cafes and Restaurants,144.9522,-37.81843
2019,Theobroma Chocolate Lounge,Cafes and Restaurants,144.95056,-37.8145
2019,Hanger Cafe Spencer Street,Cafes and Restaurants,144.95056,-37.8145
2019,The Coffee Club,Cafes and Restaurants,144.95056,-37.8145
2019,Starbucks,Cafes and Restaurants,144.95056,-37.8145
2019,Pasquale,Cafes and Restaurants,144.95056,-37.8145
2019,Schnitz,Cafes and Restaurants,144.95056,-37.8145
2019,Genki Express,Takeaway Food Services,144.95056,-37.8145
2019,Michel's Pattiserie,Bakery Product Manufacturing (Non-factory based),144.95056,-37.8145
2019,Degani @ Southern Cross Station,Cafes and Restaurants,144.95056,-37.8145
2019,Subway,Takeaway Food Services,144.95056,-37.8145
2019,Hungry Jacks,Cafes and Restaurants,144.95056,-37.8145
2019,Coffee Rush,Cafes and Restaurants,144.95056,-37.8145
2019,Espresso Hub,Cafes and Restaurants,144.95307,-37.81968
2019,Cafe 198,Cafes and Restaurants,144.94494,-37.813990000000004
2019,Coffee n' all Customs House,Cafes and Restaurants,144.94538,-37.81455
2019,O-Bento,Cafes and Restaurants,144.94673999999998,-37.813829999999996
2019,Cafenatics,Cafes and Restaurants,144.94673999999998,-37.813829999999996
2019,Locker Room Cafe,Cafes and Restaurants,144.94746999999998,-37.81649
2019,Arena View Restaurant And Cafe,Cafes and Restaurants,144.94746999999998,-37.81649
2019,The Medallion Club,Cafes and Restaurants,144.94746999999998,-37.81649
2019,Peppers Docklands Hotel,Accommodation,144.94749,-37.814890000000005
2019,Bao's  Restaurant,Cafes and Restaurants,144.94749,-37.814890000000005
2019,Yummy Hut,Cafes and Restaurants,144.94749,-37.814890000000005
2019,Khaza Ghar,Cafes and Restaurants,144.94749,-37.814890000000005
2019,Cafe At 6,Cafes and Restaurants,144.94749,-37.814890000000005
2019,Mr Grazier,Cafes and Restaurants,144.94938,-37.81718
2019,Story Coffee & Food Store,Cafes and Restaurants,144.94938,-37.81718
2019,In a Rush,Cafes and Restaurants,144.94938,-37.81718
2019,90 Secondi,Cafes and Restaurants,144.94938,-37.81718
2019,De Gusto,Cafes and Restaurants,144.94736,-37.81814
2019,Kollabo,Cafes and Restaurants,144.94736,-37.81814
2019,Asian Delights Docklands,Takeaway Food Services,144.94736,-37.81814
2019,Nawabs Palace,Cafes and Restaurants,144.94736,-37.81814
2019,De Gusto - Takeaway,Takeaway Food Services,144.94736,-37.81814
2019,Nando's,Cafes and Restaurants,144.94736,-37.81814
2019,Teej Cafe,Takeaway Food Services,144.94736,-37.81814
2019,Harbour Cafe,Cafes and Restaurants,144.94736,-37.81814
2019,Koi Koi,Cafes and Restaurants,144.94736,-37.81814
2019,Pizzarium,Cafes and Restaurants,144.94736,-37.81814
2019,Espresso Alto,Cafes and Restaurants,144.94736,-37.81814
2019,Origami Sushi & Noodles,Cafes and Restaurants,144.94736,-37.81814
2019,Katsu House,Cafes and Restaurants,144.94736,-37.81814
2019,That Coffee Corner,Takeaway Food Services,144.94736,-37.81814
2019,Broadcast Cafe,Cafes and Restaurants,144.94593,-37.81581
2019,Tukk & Co,Cafes and Restaurants,144.94911000000002,-37.81792
2019,Hawkers Corner,Cafes and Restaurants,144.94911000000002,-37.81792
2019,Focaccino,Cafes and Restaurants,144.94911000000002,-37.81792
2019,Sargon,Cafes and Restaurants,144.94911000000002,-37.81792
2019,Salud Espresso Bar,Cafes and Restaurants,144.94911000000002,-37.81792
2019,Pizza Hut Docklands,Cafes and Restaurants,144.94781,-37.819179999999996
2019,Twirled Pasta Bar,Cafes and Restaurants,144.94781,-37.819179999999996
2019,De Asian Flavours,Cafes and Restaurants,144.94781,-37.819179999999996
2019,The Spice Dine,Cafes and Restaurants,144.94781,-37.819179999999996
2019,Gozleme Place,Cafes and Restaurants,144.94781,-37.819179999999996
2019,The Nixon Hotel,"Pubs, Taverns and Bars",144.94781,-37.819179999999996
2019,Nawab's Palace Dine In,Cafes and Restaurants,144.94781,-37.819179999999996
2019,Ginger Leaf Thai Restaurant,Cafes and Restaurants,144.94781,-37.819179999999996
2019,Cafe Bleu,Cafes and Restaurants,144.94781,-37.819179999999996
2019,St. Brew,Cafes and Restaurants,144.95085,-37.81951
2019,Asuka Sushi,Cafes and Restaurants,144.95023999999998,-37.818659999999994
2019,Whoop Dee Doo Cafe,Cafes and Restaurants,144.95023999999998,-37.818659999999994
2019,Hangar,Cafes and Restaurants,144.95023999999998,-37.818659999999994
2019,Cafe Saporo @ Docklands,Cafes and Restaurants,144.95023999999998,-37.818659999999994
2019,Travelodge Hotel Melbourne Docklands,Accommodation,144.95023999999998,-37.818659999999994
2019,Gokotta Kaffe,Cafes and Restaurants,144.95076,-37.821509999999996
2019,Little Bang Espresso,Takeaway Food Services,144.94933999999998,-37.82
2019,Shinsei Rice & Sushi Bar,Cafes and Restaurants,144.94933999999998,-37.82
2019,Chiara,Cafes and Restaurants,144.95113999999998,-37.820879999999995
2019,Nine Elephants Thai Restaurant,Cafes and Restaurants,144.94906,-37.81921
2019,11 Inch Pizzeria Docklands,Cafes and Restaurants,144.94906,-37.81921
2019,Love Peace Espresso,Cafes and Restaurants,144.94906,-37.81921
2019,The Hof Downtown,Cafes and Restaurants,144.94906,-37.81921
2019,Platform 28,Cafes and Restaurants,144.94983,-37.81922
2019,Long Shot,Cafes and Restaurants,144.95008,-37.82071
2019,Hudsons Coffee Collins Square,Cafes and Restaurants,144.95008,-37.82071
2019,Mr Collins,Cafes and Restaurants,144.94942,-37.82095
2019,De Mad Hatter,Cafes and Restaurants,144.94942,-37.82095
2019,Sushi & Nori,Cafes and Restaurants,144.94986,-37.821290000000005
2019,Meister,Takeaway Food Services,144.94986,-37.821290000000005
2019,Cafe La Kiss,Cafes and Restaurants,144.94861,-37.82202
2019,Sushi Wang,Cafes and Restaurants,144.94508000000002,-37.81885
2019,In A Rush 800,Cafes and Restaurants,144.94508000000002,-37.81885
2019,Watermark Docklands,"Pubs, Taverns and Bars",144.94508000000002,-37.81885
2019,Rhumba's At Nab,Cafes and Restaurants,144.94508000000002,-37.81885
2019,Tataki Noodles & Dumplings,Cafes and Restaurants,144.94508000000002,-37.81885
2019,Black Cod,Cafes and Restaurants,144.94508000000002,-37.81885
2019,Banc Cafe,Cafes and Restaurants,144.94508000000002,-37.81885
2019,The Harbour Kitchen,Catering Services,144.94508000000002,-37.81885
2019,Whitelion/Wheelly Good Coffee,Cafes and Restaurants,144.94052,-37.820029999999996
2019,Subway Vic Harbour,Takeaway Food Services,144.94312,-37.81977
2019,Pita Pit Docklands,Takeaway Food Services,144.94312,-37.81977
2019,IGG International Buffet and Bar,Cafes and Restaurants,144.94292,-37.81935
2019,VinTam's Bakery,Cafes and Restaurants,144.94292,-37.81935
2019,Squires Loft Dockland,Cafes and Restaurants,144.94397,-37.81927
2019,Southern China Style Cuisine,Cafes and Restaurants,144.94397,-37.81927
2019,Blended Beard,Cafes and Restaurants,144.94397,-37.81927
2019,Woolshed Pub,"Pubs, Taverns and Bars",144.94363,-37.8165
2019,Mill & Bakery at Central Pier,Cafes and Restaurants,144.94363,-37.8165
2019,Mama Rumaan,Cafes and Restaurants,144.94363,-37.8165
2019,Coffee Gauge,Cafes and Restaurants,144.94416,-37.820240000000005
2019,Delhi Belly,Cafes and Restaurants,144.94416,-37.820240000000005
2019,Smokestak,Cafes and Restaurants,144.94346000000002,-37.82045
2019,Indi Hots,Cafes and Restaurants,144.94346000000002,-37.82045
2019,D G Expresso,Cafes and Restaurants,144.94346000000002,-37.82045
2019,Shinsei Fish & Sushi Bar,Cafes and Restaurants,144.94346000000002,-37.82045
2019,Merchant Society,Cafes and Restaurants,144.94346000000002,-37.82045
2019,Tap 831,Cafes and Restaurants,144.94346000000002,-37.82045
2019,Kenny's Bakery Cafe,Takeaway Food Services,144.94368,-37.82092
2019,Vintams Cafe,Cafes and Restaurants,144.94368,-37.82092
2019,Pok Pok,Cafes and Restaurants,144.94562,-37.81974
2019,Caffe Bambino Docklands,Cafes and Restaurants,144.94468999999998,-37.81995
2019,Go Green Raw Foods,Cafes and Restaurants,144.94468999999998,-37.81995
2019,Signature Pho Viet,Cafes and Restaurants,144.94468999999998,-37.81995
2019,Taberu-Ya,Takeaway Food Services,144.94468999999998,-37.81995
2019,Elements Cafe,Cafes and Restaurants,144.94564,-37.82205
2019,Rhumba's At ANZ,Cafes and Restaurants,144.94564,-37.82205
2019,Volume Cafe,Cafes and Restaurants,144.94564,-37.82205
2019,In A Rush 833 Collins Street,Cafes and Restaurants,144.94564,-37.82205
2019,Koji Sushi,Cafes and Restaurants,144.94564,-37.82205
2019,The Groove Train,Cafes and Restaurants,144.94564,-37.82205
2019,Caffe Esc,Cafes and Restaurants,144.94564,-37.82205
2019,365 Foodstore Docklands,Cafes and Restaurants,144.94564,-37.82205
2019,Code Black,Cafes and Restaurants,144.94583,-37.82104
2019,Street Kitchen Co,Cafes and Restaurants,144.94583,-37.82104
2019,A25,Cafes and Restaurants,144.94583,-37.82104
2019,Panda Loves Fish,Cafes and Restaurants,144.94583,-37.82104
2019,Chia Chia,Cafes and Restaurants,144.94502,-37.82101
2019,Le-Nguyen Pho & Bakery Cafe,Cafes and Restaurants,144.94502,-37.82101
2019,Humble Heroes,Cafes and Restaurants,144.94502,-37.82101
2019,Hot Kebab,Takeaway Food Services,144.94218,-37.81981
2019,Saluministi,Cafes and Restaurants,144.94138999999998,-37.82006
2019,Wawa Chocolatier,Other Specialised Food Retailing,144.94138999999998,-37.82006
2019,Banoi,Cafes and Restaurants,144.94506,-37.8197
2019,Cafernatics Forte,Cafes and Restaurants,144.94506,-37.8197
2019,Little Bean Dockside,Cafes and Restaurants,144.94454,-37.82095
2019,Burger Edge,Cafes and Restaurants,144.94454,-37.82095
2019,Sushi Bay In Docklands,Cafes and Restaurants,144.94454,-37.82095
2019,Billy Barista,Cafes and Restaurants,144.94232,-37.82059
2019,Oscar's Table,Cafes and Restaurants,144.94123000000002,-37.81459
2019,Bhoj On Docklands,Cafes and Restaurants,144.94123000000002,-37.81459
2019,Renzo's Bar Cafe Italiano,Cafes and Restaurants,144.94123000000002,-37.81459
2019,Achelya,Cafes and Restaurants,144.94217,-37.81436
2019,Solidaire Victoria,Cafes and Restaurants,144.94217,-37.81436
2019,B Club Cafe,Cafes and Restaurants,144.94066999999998,-37.81492
2019,Bopha Devi Docklands,Cafes and Restaurants,144.94066999999998,-37.81492
2019,Steakhouse 66,Cafes and Restaurants,144.94066999999998,-37.81492
2019,Berth Restaurant,Cafes and Restaurants,144.94183999999998,-37.81515
2019,All Smiles,Catering Services,144.94142,-37.81535
2019,Cargo Cafe & Bar,Cafes and Restaurants,144.94142,-37.81535
2019,Fish Bar,Cafes and Restaurants,144.94275,-37.81473
2019,The Conder Restaurant,Cafes and Restaurants,144.9437,-37.81381
2019,Docklands Lotus Restaurant,Cafes and Restaurants,144.9437,-37.81381
2019,Aussie Steak N Burger,Cafes and Restaurants,144.9437,-37.81381
2019,Newquay Buffet and Bar,Cafes and Restaurants,144.9437,-37.81381
2019,Waterfront Seafood Hot Pot,Cafes and Restaurants,144.93921,-37.81504
